shop_name,address,tel,genre_name,zip_code,offical_page
カフェ杉と胡桃,栃木県 那須郡那須町 高久乙2905-88,0287-73-8088,カフェ・スイーツ,325-0303,http://www.cafesugitokurumi.jimdosite.com
カフェ＆ダイニング　サンフォルテ,栃木県 宇都宮市 明保野町7-66 宇都宮市文化会館内,028-635-6856,洋食,320-0845,https://tabelog.com/tochigi/A0901/A090101/9017187/
カフェテラスライオン,栃木県 宇都宮市 山本3-13-13,028-624-5296,洋食,320-0012,
cafe des Princesses,栃木県 宇都宮市 下戸祭1-15-22 ｺｰﾌﾟｵﾘﾝﾋﾟｱ宇津宮101,028-688-0388,カフェ・スイーツ,320-0055,
CAFETORA　宇都宮大塚町店,栃木県 宇都宮市 大塚町11-3,028-680-4818,カフェ・スイーツ,321-0161,
CAFETORA　宇都宮下戸祭店,栃木県 宇都宮市 下戸祭1-10-1,028-615-7888,カフェ・スイーツ,320-0055,
cafe bazzar,栃木県 栃木市 嘉右衛門町4-6,0282-51-2810,フレンチ・イタリアン,328-0072,https://cafebazzartochigi.jimdofree.com/
カフェバー　キャッツハンド,栃木県 真岡市 並木町2-13-9,0285-80-2002,バー・ダイニングバー,321-4361,https://www.catshand-mouka.com/
Cafe FUJINUMAおやまゆうえんハーヴェストウォーク店,栃木県 小山市 喜沢1475 TSUTAYAﾌﾞｯｸｽﾄｱ内,0285-22-3556,カフェ・スイーツ,323-0014,http://cafefujinuma.com/
Cafe FUJINUMA本店,栃木県 小山市 中央町2-8-16,0285-37-8704,カフェ・スイーツ,323-0023,http://cafefujinuma.com/
カフェ.フルール,栃木県 日光市 松原町12-1,0288-54-3113,カフェ・スイーツ,321-1406,
カフェブリッコ　小山店,栃木県 小山市 立木1041,0285-37-7777,カフェ・スイーツ,323-0062,
カフェブロッサム,栃木県 佐野市 飛駒町1519,0283-66-2254,洋食,327-0231,
カフェまいら,栃木県 鹿沼市 日吉町846,0289-60-6055,カフェ・スイーツ,322-0074,http://maera.jp
cafe Mario,栃木県 宇都宮市 昭和2-9-20,028-622-5666,カフェ・スイーツ,320-0032,
cafe雅,栃木県 下野市 下古山3-13-24,0285-39-8784,カフェ・スイーツ,329-0502,
カフェ明治の館,栃木県 日光市 松原町4-3,0288-54-2149,カフェ・スイーツ,321-1406,https://www.meiji-yakata.com
CAFE UNE,栃木県 宇都宮市 鐺山町2044-1,028-688-0603,フレンチ・イタリアン,321-3235,
cafe Round87,栃木県 宇都宮市 春日町13-8,028-615-0870,カフェ・スイーツ,321-0108,http://www.round87.com
カフェ　ラ・パンセ,栃木県 芳賀郡茂木町 茂木1720-1,0285-63-1141,カフェ・スイーツ,321-3531,
カフェ　レシナ,栃木県 益子町 城内坂86,090-7944-7140,カフェ・スイーツ,321-4218,
カフェレストラン オーク,栃木県 芳賀郡茂木町 桧山120-1,0285-64-0001,ファーストフード,321-3597,https://www.twinring.jp/foods_m/oak/
カフェレストラン　すいごう,栃木県 栃木市 片柳町2-2-2 ｻﾝﾌﾟﾗｻﾞｸﾞﾙﾒﾀｳﾝ,0282-24-4858,洋食,328-0053,http://suigo.sunplaza-tochigi.com/
カフェレストラン匠,栃木県 日光市 上鉢石町1024,0288-54-1108,洋食,321-1401,http://www.bussanshokai.com
カフェレストランピアノピアーノ,栃木県 那須塩原市 関谷2044-5,0287-48-7500,洋食,329-2801,
カフェレストラン洋燈,栃木県 那須塩原市 塩原747,0287-32-4000,洋食,329-2921,http://www.siobara.or.jp/lamp/
カフェロルモ,栃木県 那須郡那須町 高久丙4514-5,0287-76-2003,フレンチ・イタリアン,325-0302,
カフェ・ド・ワルツ,栃木県 足利市 朝倉町3-21-16,0284-72-5286,その他,326-0823,http://blog.livedoor.jp/waltz0515/
株式会社　日晃,栃木県 鹿沼市 西茂呂2-22-25,0289-65-2525,うどん・そば・丼,322-0029,
株式会社科学館ラウンジ,栃木県 宇都宮市 西川田町567,028-659-2348,ファミリーレストラン・食堂,321-0151,
株式会社　土用亭,栃木県 鹿沼市 上石川1775-11,0289-76-3535,和食・寿司,322-0015,http://www.doyotei.net/
株式会社　万世　宇都宮インター店,栃木県 宇都宮市 徳次郎町 高谷原12,028-665-3262,洋食,321-2116,https://www.niku-mansei.com/contents/02shiten/02toti_utunomiya.html
株式会社　万世　佐野インター店,栃木県 佐野市 西浦町 磯の木135-1,0283-24-3229,洋食,327-0814,https://www.niku-mansei.com/contents/02shiten/02toti_sano.html
株式会社　みすぎ庵,栃木県 栃木市 岩舟町小野寺1508-1,0282-57-7777,うどん・そば・丼,329-4314,
株式会社宇都宮グランドホテル　割烹　陽南荘,栃木県 宇都宮市 西原町142,028-635-2117,和食・寿司,320-0826,http://www.utsunomiya-grandhotel.co.jp
株式会社宇都宮グランドホテル　GRAND　DINING,栃木県 宇都宮市 西原町142,028-635-2117,中華料理,320-0826,http://www.utsunomiya-grandhotel.co.jp
株式会社宇都宮グランドホテル　GRAND　TERRACE,栃木県 宇都宮市 西原町142,028-635-2117,カフェ・スイーツ,321-0826,http://www.utsunomiya-grandhotel.co.jp
カプリチョーザ宇都宮インターパークショッピングビレッジ店,栃木県 宇都宮市 インターパーク4-1-3,028-657-6622,フレンチ・イタリアン,321-0118,http://capricciosa.com/
カプリチョーザ佐野プレミアムアウトレット店,栃木県 佐野市 越名町2058 佐野ﾌﾟﾚﾐｱﾑ･ｱｳﾄﾚｯﾄ655区,0283-26-7026,フレンチ・イタリアン,327-0822,http://capricciosa.com/
カプリティオ,栃木県 真岡市 荒町3-40-16,0285-84-6668,洋食,321-4305,
かぼちゃ亭,栃木県 宇都宮市 元今泉3-20-16 大光ﾋﾞﾙ1F,028-632-7721,アジア・エスニック・各国料理,321-0954,http://www.izzy-web.net/
鮨・季節料理　釜川,栃木県 宇都宮市 東宿郷1-9-12,028-633-7633,和食・寿司,321-0953,https://r.gnavi.co.jp/amp/gc95300/
KAMAGAWA BARRACK,栃木県 宇都宮市 本町8-16,028-612-1610,バー・ダイニングバー,320-0033,
鎌倉パスタ　イオンモール佐野新都市店,栃木県 佐野市 高萩町1324-1 ｲｵﾝﾓｰﾙ佐野新都市1F,0283-20-6309,洋食,327-0821,https://www.saint-marc-hd.com/kamakura/
鎌倉パスタ　宇都宮八幡台店,栃木県 宇都宮市 八幡台2-15,028-623-0309,洋食,320-0015,https://www.saint-marc-hd.com/kamakura/
鎌倉パスタ 宇都宮パセオ店,栃木県 宇都宮市 川向町1-23,028-627-8477,洋食,321-0965,https://www.saint-marc-hd.com/kamakura/
釜彦,栃木県 那須塩原市 塩原2611,0287-32-2560,ファミリーレストラン・食堂,329-2921,
釜めし　そば　美酒　料理　中村庵,栃木県 宇都宮市 富士見が丘1-21-28,028-680-7575,和食・寿司,320-0011,https://nakamuraan.owst.jp/
釜屋,栃木県 栃木市 城内町2-32-4,0282-23-1832,和食・寿司,328-0033,http://www.kamaya.jp/
かまや～カフェ・デュ・レヴァベール～,栃木県 日光市 松原町12-6,0288-54-0685,カフェ・スイーツ,321-1406,
かまよし,栃木県 矢板市 東町1253-1,0287-43-3369,和食・寿司,329-2136,http://kamayosi-yaita.com/
上会津屋,栃木県 那須塩原市 塩原745,0287-32-2734,その他,329-2921,http://www.kamiaizuya.com/
上河内サービスエリア上り線,栃木県 宇都宮市 今里町1145,028-674-2111,その他,321-0402,
神谷カフェ,栃木県 佐野市 堀米町496-1,0283-23-2425,アジア・エスニック・各国料理,327-0843,
亀のツノ,栃木県 足利市 大前町642-4,080-7852-6800,アジア・エスニック・各国料理,326-0845,http://foodplace.jp/kamekado/
かめ福　小山店,栃木県 小山市 喜沢1475 ﾊｰﾍﾞｽﾄｳｫｰｸ内 ｽｰﾊﾟｰﾋﾞﾊﾞﾎｰﾑ小山店,0285-25-8491,カフェ・スイーツ,323-0014,http://aqua-ltd.co.jp/
かめや　宮の橋店,栃木県 宇都宮市 大通り3-3-4,028-666-4480,居酒屋,320-0811,https://www.kameya-utsunomiya.jp/miyanohashiten
かめやま,栃木県 真岡市 亀山1-32-5,0285-82-1796,うどん・そば・丼,321-4363,
亀山本店,栃木県 小山市 駅東通り1-6-1,0285-37-7275,居酒屋,323-0022,
醸しDINING助さん～旬鮮魚と純米酒～,栃木県 芳賀郡芳賀町 祖母井772-1,028-612-4591,和食・寿司,321-3304,https://izakayasukesan.gorp.jp/
かもし家,栃木県 宇都宮市 中央5-17-20,028-341-8278,和食・寿司,320-0806,http://kamoshiya.info
からあげ　しん家,栃木県 宇都宮市 上野町3251-4,028-663-2911,居酒屋,321-0981,
唐揚げ専門店　はっぴ商店　おもちゃのまち店,栃木県 下都賀郡壬生町幸町4-3-3,0282-25-6272,その他,321-0203,https://yell-to.co.jp/
からやま栃木小山店,栃木県 小山市 西城南2-3-1,0285-38-7430,ファーストフード,323-0820,
からやま栃木佐野店,栃木県 佐野市 浅沼町777-1,0283-25-8851,ファーストフード,327-0831,
から好し　宇都宮上横田店,栃木県 宇都宮市 上横田町1318-9,028-688-1881,ファミリーレストラン・食堂,321-0106,https://www.skylark.co.jp/
から好し宇都宮鶴田店,栃木県 宇都宮市 鶴田町1346-1,028-649-0535,ファミリーレストラン・食堂,320-0851,https://www.skylark.co.jp/
かりん亭,栃木県 宇都宮市 江曽島町1425-5,028-658-7356,うどん・そば・丼,321-0102,
カルビ大将　江曽島店,栃木県 宇都宮市 西川田町 上原931-8,028-659-1338,焼肉・ホルモン・韓国料理,321-0151,https://www.kalubi-taisho.com/shop/1307/
カルビ大将　西那須野店,栃木県 那須塩原市 東三島3-63-1,0287-37-3939,焼肉・ホルモン・韓国料理,329-2751,https://www.kalubi-taisho.com/shop/1603/
カレー＆カフェMirai,栃木県 小山市 西城南2-9-18,0285-38-7099,その他,323-0820,
カレーうどん千吉那須ガーデンアウトレット店,栃木県 那須塩原市 塩野崎184-7 那須ｶﾞｰﾃﾞﾝｱｳﾄﾚｯﾄ,0287-74-5460,うどん・そば・丼,329-3122,
カレーショップフジ,栃木県 宇都宮市 江野町1-8,028-634-8361,洋食,320-0802,
カレーの店コロンビア,栃木県 宇都宮市 西1-3-3,028-636-5656,アジア・エスニック・各国料理,320-0861,
カレーハウス,栃木県 下都賀郡野木町 丸林371-12,0280-57-3960,その他,329-0111,
カレーハウスCoCo壱番屋　宇都宮インターパーク店,栃木県 宇都宮市 インターパーク2-14-1,028-657-8551,ファミリーレストラン・食堂,321-0118,
カレーハウスCoCo壱番屋　宇都宮下川俣店,栃木県 宇都宮市 下川俣町206-122,028-683-3131,ファミリーレストラン・食堂,321-0972,https://tenpo.ichibanya.co.jp/search/shop/pc/detail.php?SCODE=1837
カレーハウスCoCo壱番屋　宇都宮西原店,栃木県 宇都宮市 西原町550-3,028-684-1758,ファミリーレストラン・食堂,320-0826,https://tenpo.ichibanya.co.jp/search/shop/pc/detail.php?SCODE=1669
カレーハウスＣｏＣｏ壱番屋　宇都宮東簗瀬店,栃木県 宇都宮市 東簗瀬1-38-2,028-610-8070,その他,321-0925,
カレーハウスCoCo壱番屋　宇都宮峰店,栃木県 宇都宮市 峰1-24-5,028-610-7225,洋食,321-0942,
カレーハウスCoCo壱番屋　大田原本町店,栃木県 大田原市 本町1ｰ2705-11,0287-48-7370,その他,324-0041,
カレーハウスCoCo壱番屋　鹿沼栄町店,栃木県 鹿沼市 栄町3-3-5,0289-60-0131,その他,322-0028,
カレーハウスCoCo壱番屋　栃木おもちゃのまち店,栃木県 下都賀郡壬生町 若草町624-1,0282-86-5865,洋食,321-0205,
カレーハウスCoCo壱番屋　真岡並木町店,栃木県 真岡市 並木町1-14-2,0285-81-0117,ファミリーレストラン・食堂,321-4361,
カレーハウスCoCo壱番屋　矢板国道4号店,栃木県 矢板市 中2013-3,0287-40-3001,ファミリーレストラン・食堂,329-2135,
カレーハウスCoCo壱番屋足利葉鹿店,栃木県 足利市 葉鹿町1-8-19,0284-65-0070,アジア・エスニック・各国料理,326-0143,
カレーハウスＣｏＣｏ壱番屋　小山城東店,栃木県 小山市 城東6-13-25,0285-30-5729,その他,323-0807,
カレーハウスCoCo壱番屋小山西城南店,栃木県 小山市 西城南6-12-3,0285-28-7134,ファミリーレストラン・食堂,323-0820,
カレーハウスココ壱番屋佐野国道50号店,栃木県 佐野市 若宮下町5-4,0283-24-3833,その他,327-0834,https://tenpo.ichibanya.co.jp/map/1583
川魚矢澤,栃木県 佐野市 葛生東1-17-1,0283-85-3555,和食・寿司,327-0501,
川蝉,栃木県 宇都宮市 大通り5-1-19,028-625-5483,和食・寿司,320-0811,
韓国家庭料理の店かしわだいにんぐ,栃木県 宇都宮市 鶴田2-6-22,028-616-2921,焼肉・ホルモン・韓国料理,320-0851,
韓国料理　喜楽,栃木県 小山市 城北6-27-1 ｷｬｯｽﾙ小山1F,0285-25-5975,焼肉・ホルモン・韓国料理,323-0029,http://www.kiraku21.com
環坂,栃木県 宇都宮市 長岡町160-4,028-600-1819,フレンチ・イタリアン,320-0004,
カントリーキッチン宇都宮,栃木県 宇都宮市 インターパーク6-1-1 FKDｼｮｯﾋﾟﾝｸﾞﾓｰﾙ宇都宮ｲﾝﾀｰﾊﾟｰｸ店1F,028-657-6170,洋食,321-0118,https://www.tochinavi.net/spot/home/?id=3130
かんぽの宿 塩原　レストラン「せせらぎ」,栃木県 那須塩原市 塩原1256,0287-32-2845,うどん・そば・丼,329-2921,https://www.kanponoyado.japanpost.jp/shiobara/
甘味処　もめん茶屋,栃木県 真岡市 荒町2165-1,0285-81-7215,カフェ・スイーツ,321-4305,https://momen-chaya.jp/
甘味処鎌倉足利店,栃木県 足利市 大門通2371-1,0284-22-3915,カフェ・スイーツ,326-0812,
甘味処みつはな,栃木県 宇都宮市 中央5-16-19 渋谷ﾋﾞﾙ1F,028-611-3323,カフェ・スイーツ,320-0806,
雅秀殿栃木本店,栃木県 栃木市 野中町1352-11,0282-24-8734,中華料理,328-0124,https://www.gashuden-tochigi.com/
ガスト　今市店,栃木県 日光市 瀬川字長久保31-1,0288-30-1009,ファミリーレストラン・食堂,321-1263,https://www.skylark.co.jp/
ガスト　氏家店,栃木県 さくら市 卯の里1-17-2,028-681-7029,ファミリーレストラン・食堂,329-1323,https://www.skylark.co.jp/
ガスト　宇都宮岩曽店,栃木県 宇都宮市 岩曽町1335-1,028-683-1491,ファミリーレストラン・食堂,321-0973,https://www.skylark.co.jp/
ガスト　宇都宮インターパーク店,栃木県 宇都宮市 インターパーク6-5-1,028-657-5117,ファミリーレストラン・食堂,321-0118,https://www.skylark.co.jp/
ガスト　宇都宮江曽島店,栃木県 宇都宮市 江曽島町1093-2,028-684-3221,ファミリーレストラン・食堂,321-0102,https://www.skylark.co.jp/
ガスト　宇都宮駒生店,栃木県 宇都宮市 駒生町2-15-3,028-650-1428,ファミリーレストラン・食堂,320-0065,https://www.skylark.co.jp/
ガスト　宇都宮仲町店,栃木県 宇都宮市 仲町1-20,028-650-5345,ファミリーレストラン・食堂,320-0023,https://www.skylark.co.jp/
ガスト　宇都宮簗瀬店,栃木県 宇都宮市 東簗瀬1-5-25,028-651-1724,ファミリーレストラン・食堂,321-0925,https://www.skylark.co.jp/
ガスト　小山犬塚店,栃木県 小山市 犬塚2-6-1,0285-30-1104,ファミリーレストラン・食堂,323-0811,https://www.skylark.co.jp/
ガスト　小山本郷店,栃木県 小山市 本郷町2-9-8,0285-30-1103,ファミリーレストラン・食堂,323-0026,https://www.skylark.co.jp/
ガスト　鹿沼店,栃木県 鹿沼市 貝島町下上野502-2,0289-60-7933,ファミリーレストラン・食堂,322-0027,https://www.skylark.co.jp/
ガスト　上三川店,栃木県 河内郡上三川町 しらさぎ1-7-10,0285-55-1052,ファミリーレストラン・食堂,329-0618,https://www.skylark.co.jp/
ガスト　鬼怒川店,栃木県 日光市 鬼怒川温泉大原15-6,0288-70-1082,ファミリーレストラン・食堂,321-2522,https://www.skylark.co.jp/
ガスト　黒磯店,栃木県 那須塩原市 共墾社 1-6-25,0287-60-1130,ファミリーレストラン・食堂,325-0027,https://www.skylark.co.jp/
ガスト　自治医大前店,栃木県 下野市 祇園1-15-1,0285-40-1232,ファミリーレストラン・食堂,329-0434,https://www.skylark.co.jp/
ガスト　高根沢店,栃木県 塩谷郡高根沢町 宝石台1-7-2,028-680-1118,ファミリーレストラン・食堂,329-1231,https://www.skylark.co.jp/
ガスト　栃木大平店,栃木県 栃木市 大平町西水代1846-1,0282-45-1064,ファミリーレストラン・食堂,329-4423,https://www.skylark.co.jp/
ガスト　栃木田沼町店,栃木県 佐野市 田沼町377-2,0283-61-1261,ファミリーレストラン・食堂,327-0317,https://www.skylark.co.jp/
ガスト　栃木店,栃木県 栃木市 箱森町37-29,0282-20-1069,ファミリーレストラン・食堂,328-0075,https://www.skylark.co.jp/
ガスト　那須高原店,栃木県 那須郡那須町 大字高久乙2905-20,0287-60-1003,ファミリーレストラン・食堂,325-0303,https://www.skylark.co.jp/
ガスト　西那須野店,栃木県 那須塩原市 下永田1-1009-5,0287-39-1070,ファミリーレストラン・食堂,329-2712,https://www.skylark.co.jp/
ガスト　日光店,栃木県 日光市 御幸町595-1,0288-50-1232,ファミリーレストラン・食堂,321-1404,https://www.skylark.co.jp/
ガスト　壬生店,栃木県 下都賀郡壬生町 あけぼの町13-11,0282-85-1003,ファミリーレストラン・食堂,321-0206,https://www.skylark.co.jp/
ガスト　真岡店,栃木県 真岡市 上高間木2-27-9,0285-80-1090,ファミリーレストラン・食堂,321-4337,https://www.skylark.co.jp/
ガスト　矢板店,栃木県 矢板市 東町380-130,0287-40-1009,ファミリーレストラン・食堂,329-2136,https://www.skylark.co.jp/
gastronomy和楽,栃木県 宇都宮市 元今泉3-2-6,028-638-2941,居酒屋,321-0954,
月山～豆富と湯波～,栃木県 宇都宮市 上戸祭4-6-13,028-625-0039,和食・寿司,320-0058,
がってん寿司　鹿沼店,栃木県 鹿沼市 栄町2-14-3,0289-74-5677,和食・寿司,322-0028,https://www.gatten.co.jp/brand/?name=gatten
がってん寿司　宇都宮カトレアガーデン店,栃木県 宇都宮市 インターパーク4-1-2(ｶﾄﾚｱｶﾞｰﾃﾞﾝ内),028-657-5720,和食・寿司,321-0114,https://www.gatten.co.jp/brand/?name=gatten
がってん寿司　大田原店,栃木県 大田原市 紫塚1-4-14,0287-28-6720,和食・寿司,324-0058,https://www.gatten.co.jp/brand/?name=gatten
がってん寿司　佐野店,栃木県 佐野市 浅沼町810,0283-20-8822,和食・寿司,327-0831,https://www.gatten.co.jp/brand/?name=gatten
がってん寿司　栃木店,栃木県 栃木市 箱森町36-16,0282-20-2711,和食・寿司,328-0075,https://www.gatten.co.jp/brand/?name=gatten
ガパガポ,栃木県 那須烏山市 金井2-6-7,0287-84-0979,バー・ダイニングバー,321-0628,
GABUKICHI,栃木県 小山市 中央町3-3-10,0285-38-6100,洋食,323-0023,
ガブ飲みワインバルらびーた,栃木県 那須塩原市 石林666-5,0287-38-0165,居酒屋,329-2711,
がブリチキン。宇都宮馬場通り店,栃木県 宇都宮市 馬場通り2-3-9,028-666-0808,居酒屋,320-0026,https://www.hotpepper.jp/strJ001162142/
GAjA,栃木県 宇都宮市 池上町4-22,028-678-8522,居酒屋,320-0801,
巖華園,栃木県 足利市 月谷町 8-1,0284-41-2338,和食・寿司,326-0068,https://gankaen.it-b.com
がんこ庵,栃木県 小山市 雨ケ谷37-13,0285-31-5855,うどん・そば・丼,323-0826,
頑固石焼宇都宮店,栃木県 宇都宮市 今泉町237 福田屋百貨店宇都宮店1F,028-623-4341,ファーストフード,321-0962,https://peacock-japan.co.jp
元祖からあげ本舗　マルタツ　羽川店,栃木県 小山市 羽川481-2,0285-38-8660,ファーストフード,323-0012,http://honkinohonpo.com/
元祖からあげ本舗まるたま　インターパーク店,栃木県 宇都宮市 東横田町55-7,028-612-6398,その他,321-0116,https://hinotama-company.co.jp
元祖チキンハウス,栃木県 那須塩原市 下永田2-1020-3,0287-36-1038,焼肉・ホルモン・韓国料理,329-2712,
元祖手打そば　いづるや,栃木県 栃木市 出流町141,0282-31-0638,うどん・そば・丼,328-0206,http://www.iduruya.co.jp/
元祖にんにくや,栃木県 宇都宮市 インターパーク6-1-1 FKDｼｮｯﾋﾟﾝｸﾞｾﾝﾀｰ1F,028-657-6160,フレンチ・イタリアン,321-0118,
KA-BA-,栃木県 下野市 医大前3-2-12 ﾌｫﾚｽﾄ1F西,0285-43-1313,バー・ダイニングバー,329-0403,
桔梗,栃木県 さくら市 桜野331-8,028-682-2562,すき焼き・しゃぶしゃぶ,329-1312,
季蕎,栃木県 宇都宮市 徳次郎町2099-3,028-665-2040,うどん・そば・丼,321-2116,
喜饗,栃木県 宇都宮市 今泉2- 1-10,028-650-3371,和食・寿司,321-0966,https://foodplace.jp/kikyo/
桔梗花実や,栃木県 さくら市 喜連川4145-10 道の駅きつれがわ,028-686-5505,和食・寿司,329-1412,http://michinoeki-kitsuregawa.jp/
Kiku’s,栃木県 宇都宮市 西川田本町3-24-17,028-666-6375,中華料理,321-0158,https://www.chinese-kikus.com/
菊寿司,栃木県 野木町 下都賀郡野木町 友沼5904-17,0280-57-3022,和食・寿司,329-0101,
きさらぎ,栃木県 那須塩原市 西三島3-183-32,0287-38-0184,居酒屋,329-2756,
季粋　濵,栃木県 河内郡上三川町 西汗1362-28,0285-56-8269,居酒屋,329-0607,
絆　KIZUNA,栃木県 足利市 山下町1205-1,0284-64-7920,居酒屋,326-0846,
きずな亭,栃木県 那須塩原市 塩野崎 184-7,0287-65-3639,和食・寿司,329-3122,
季節膳  ふく田,栃木県 塩谷郡高根沢町 宝積寺2339-97,028-675-0056,ファミリーレストラン・食堂,329-1233,
季節料理　春日,栃木県 小山市 城山町3-6-38,0285-24-2345,和食・寿司,323-0025,
季節料理　なかはら,栃木県 宇都宮市 宿郷5-1-12,028-633-8738,和食・寿司,321-0945,http://www.kr-nakahara.com/
季節料理　山家,栃木県 日光市 湯西川751,0288-98-0727,うどん・そば・丼,321-2601,
季節料理いとう家,栃木県 那須塩原市 扇町7-12,0287-36-0028,和食・寿司,329-2726,https://r.gnavi.co.jp/b670800/
季節料理割烹いしかわ,栃木県 下都賀郡壬生町 幸町2-3-2,0282-86-5548,和食・寿司,321-0203,
季節料理篠原,栃木県 宇都宮市 宝木本町1258-10,028-665-8400,和食・寿司,320-0075,
季節料理　游心,栃木県 佐野市 富岡町1565-4,0283-21-4828,和食・寿司,327-0844,https://www.tochinavi.net/spot/home/?id=1238
季節料理力造,栃木県 宇都宮市 泉町1-10,028-627-0084,和食・寿司,320-0034,
木曽路宇都宮店,栃木県 宇都宮市 竹林町893-3,028-650-0165,すき焼き・しゃぶしゃぶ,321-0974,https://www.kisoji.co.jp/kisoji/navi/shop_detail.asp?ShopNo=915
木曽路小山店,栃木県 小山市 西城南2-2-1,0285-31-3531,すき焼き・しゃぶしゃぶ,323-0820,https://www.kisoji.co.jp/kisoji/navi/shop_detail.asp?ShopNo=913
生そば　冨陽,栃木県 那須塩原市 本町4-4,0287-62-0007,うどん・そば・丼,325-0056,http://www15.plala.or.jp/soba-fuyou/
北風と太陽,栃木県 那須塩原市 戸田708-1,0287-73-8700,ファミリーレストラン・食堂,325-0114,http://www.taiyounosato.net
喜多方ラーメンとし食堂FKDインターパーク店,栃木県 宇都宮市 インターパーク6-1-1 FKDｲﾝﾀｰﾊﾟｰｸ1F,028-688-7175,ラーメン・餃子,321-0118,https://cyp-jp.com/
喜多方ラーメン坂内　宇都宮店,栃木県 宇都宮市 北若松原1-16-13,028-655-7377,ラーメン・餃子,321-0153,https://ban-nai.com/shop/
喫茶 とちの木,栃木県 宇都宮市 下戸祭2-3-23,028-623-5585,カフェ・スイーツ,320-0055,
喫茶　美鈴,栃木県 日光市 湯西川741,0288-98-0932,カフェ・スイーツ,321-2601,
喫茶紫陽花,栃木県 宇都宮市 東塙田2-8-44,028-625-3304,カフェ・スイーツ,320-0021,
喫茶オーディオ,栃木県 小山市 暁2-14-9,0285-45-4219,カフェ・スイーツ,329-0211,https://coffeeinter.net
喫茶店ホリデー,栃木県 那須塩原市 宮町2-14,0287-62-2134,カフェ・スイーツ,325-0055,https://nasu-f.com
喫茶フリスコ,栃木県 宇都宮市 陽東1-8-19,028-348-1165,洋食,321-0904,https://tabelog.com/tochigi/A0901/A090101/9019300/
喫茶ベル,栃木県 日光市 安川町6-39,0288-53-2843,その他,321-1432,
kitchen KANEYA,栃木県 宇都宮市 曲師町5-2 2F,028-634-3838,洋食,320-0803,
KitchenSasazuka,栃木県 宇都宮市 東谷町494-1,028-654-2035,フレンチ・イタリアン,321-0123,"https://www.tochinavi.net/spot/home/?id=7272
"
キッチンすえひろ　ベルモール店,栃木県 宇都宮市陽東6-2-1,028-613-1370,ファミリーレストラン・食堂,321-8555,
KITCHEN THREE PIECE93,栃木県 宇都宮市 二荒町5-2 SAKAIﾋﾞﾙ1F,028-616-8547,バー・ダイニングバー,320-0804,https://r.gnavi.co.jp/s037390e0000/
キッチン時屋,栃木県 下都賀郡壬生町 緑町2-9-8 塩野ｺｰﾎﾟ1F東,0282-86-7752,居酒屋,321-0204,
キッチン和京,栃木県 芳賀郡芳賀町 祖母井842-1 道の駅はが内,028-677-5887,ファミリーレストラン・食堂,321-3304,
キッチン七,栃木県 鹿沼市 仲町1604-1,0289-62-5537,カフェ・スイーツ,322-0053,http://kanumajuku.com/index.html
キッチンバー雑草家,栃木県 宇都宮市 二荒町1-14 ｲｼｲﾋﾞﾙ3F,090-2213-5756,バー・ダイニングバー,320-0804,
kitchenhinata,栃木県 宇都宮市 中央2-1-8 旭ﾋﾞﾙ3F,028-634-6884,洋食,320-0806,https://r.gnavi.co.jp/3n21j7cv0000/
喜連川早乙女温泉,栃木県 さくら市 早乙女2114,028-686-4126,ファミリーレストラン・食堂,329-1414,http://www.soutome-on.com
鬼怒川温泉あけび,栃木県 日光市 小佐越19-26,0288-76-0350,その他,321-2525,https://www.akebi-onsen.com/
鬼怒川温泉つるや,栃木県 日光市 鬼怒川温泉大原1398-6,0288-77-1423,うどん・そば・丼,321-2522,http://www.kinugawa-tsuruya.com
鬼怒川グランドホテル　夢の季　ファンタジー,栃木県 日光市 鬼怒川温泉大原1021,0288-77-1313,和食・寿司,321-2522,http://www.kgh.co.jp
鬼怒川グランドホテル　夢の季　料亭山科,栃木県 日光市 鬼怒川温泉大原1021,0288-77-1313,和食・寿司,321-2522,http://www.kgh.co.jp
鬼怒川グランドホテル　夢の季　和伽那,栃木県 日光市 鬼怒川温泉大原1021,0288-77-1313,和食・寿司,321-2522,http://www.kgh.co.jp
きぬがわ高原カントリークラブ内レストラン,栃木県 日光市 五十里字東山722,0288-78-1010,ファミリーレストラン・食堂,321-2615,http://www.kinugawakogen-cc.jp
キヌガワペンションバンブー,栃木県 日光市 鬼怒川温泉大原1392-3,0288-25-5347,ファミリーレストラン・食堂,321-2522,
きぬ川ホテル三日月（カフェさなぶり）,栃木県 日光市 鬼怒川温泉大原1400,0288-77-2611,その他,321-2522,http://www.mikazuki.co.jp/kinugawa/
きぬの蔵（鬼怒川温泉あさや内）,栃木県 日光市 鬼怒川温泉滝813,0288-77-1111,居酒屋,321-2598,https://www.asaya-hotel.co.jp/facilities/meal.php
キャンディーマジック　ベルモール店,栃木県 宇都宮市 陽東6-2-1,070-4093-6223,カフェ・スイーツ,321-8555,
休暇村 那須,栃木県 那須郡那須町 湯本137-14,0287-76-2467,ファミリーレストラン・食堂,325-0301,https://www.qkamura.or.jp/nasu/
九州酒場　爆弾家,栃木県 下野市 祇園1-16-2,0285-44-1500,居酒屋,329-0434,
九州酒場馬かもん,栃木県 宇都宮市 東宿郷2-10-8 2F,028-612-8211,居酒屋,321-0953,
